"bioj:a2004-46-NATURE","bioj:a2004-46-NATURE-C05-mention","Secondary structure elements of our P16 model (red), secondary structure prediction (PREDATOR [49], green) and transmembrane helix prediction (TMHMM [47], brown), aligned with the amino acid sequence (amino acids visible in the electron density are in red).","PREDATOR"
"bioj:a2004-46-NATURE","bioj:a2004-46-NATURE-C06-mention","Secondary structure elements of our P16 model (red), secondary structure prediction (PREDATOR [49], green) and transmembrane helix prediction (TMHMM [47], brown), aligned with the amino acid sequence (amino acids visible in the electron density are in red).","TMHMM"
"bioj:a2004-46-NATURE","bioj:a2004-46-NATURE-C04-mention","TMHMM","TMHMM"
"bioj:a2004-46-NATURE","bioj:a2004-46-NATURE-C19-mention","The P3 N- and C-terminal regions were built into the averaged map of cell 2 by using O [46].","O"
"bioj:a2004-46-NATURE","bioj:a2004-46-NATURE-C18-mention","The SeMet and native cell 1 data were scaled in resolution shells with the use of SHELLSCALE (D.I.S., unpublished program).","SHELLSCALE"
"bioj:a2004-46-NATURE","bioj:a2004-46-NATURE-C01-mention","The molecule is rich in proline residues (13%) and analysis of its amino acid sequence with PONDR [21] indicates that in the absence of other viral components at least the N-terminal half of the subunit would be disordered.","PONDR"
"bioj:a2004-46-NATURE","bioj:a2004-46-NATURE-C15-mention","The position and orientation of this model were refined against the experimental data using X-PLOR 3.1 (ref. 43). This was performed separately for data from the cell 1 and cell 2 crystal forms. An initial estimate of the particle orientation was obtained from the self-rotation function calculated from the cell 1 data set. Patterson correlation refinement [44] was performed against 60–15-A resolution data to optimize the orientation (final correlation coefficient (cc) of 0.021 for cell 1 and 0.027 for cell 2). The position and orientation of the particle were then refined at 30A with the E1E1 target function [43] (cc = 0.196 for cell 1, 0.195 for cell 2), giving an initial set of non-crystallographic symmetry (NCS) operators for the two cell types. P3 trimers inside the icosahedral asymmetric unit were refined at 6A resolution and NCS operators were re-refined at 8A resolution [43] (cc = 0.375 for cell 1, 0.546 for cell 2). Further refinement of the trimer positions and the NCS operators with data to 5A gave final correlation coefficients of 0.230 and 0.423 for cell 1 and cell 2, respectively.","X-PLOR"
"bioj:a2004-46-NATURE","bioj:a2004-46-NATURE-C08-mention","†Correlation coefficient =[FORMULA DID NOT COPY] where h are the unique reflection indices, Fo are the observed structure factors and Fc are the structure factors obtained from inversion of the solvent-flattened map (SHELLSCALE; D.I.S., unpublished program)","SHELLSCALE"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C11-mention","All data were collected with the absorbance optical system at 280 nm. The global fit in WinNONLIN included three rotor speeds (13,000, 18,000, and 25,000 rpm) and three loading concentrations (0.2, 0.4, 0.8 mg/ml).","WinNONLIN"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C08-mention","Data were analysed by nonlinear regression in WinNONLIN [48]. Solvent density and viscosity were calculated with Sednterp [49]. Association constants for any monomer–dimer equilibria obtained from WinNONLIN were converted from absorbance (K2,abs) to molar units (K2,M) with the equation K2,M = K2,abs(1l)/2,","WinNONLIN"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C08-mention","Data were analysed by nonlinear regression in WinNONLIN [48]. Solvent density and viscosity were calculated with Sednterp [49]. Association constants for any monomer–dimer equilibria obtained from WinNONLIN were converted from absorbance (K2,abs) to molar units (K2,M) with the equation K2,M = K2,abs(1l)/2,","WinNONLIN106"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C09-mention","Data were analysed by nonlinear regression in WinNONLIN [48]. Solvent density and viscosity were calculated with Sednterp [49]. Association constants for any monomer–dimer equilibria obtained from WinNONLIN were converted from absorbance (K2,abs) to molar units (K2,M) with the equation K2,M = K2,abs(1l)/2,","Sednterp"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C10-mention","Data were analyzed with the continuous distribution c(S) Lamm equation implemented in Sedfit [2] using every other scan.","Sedfit"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C07-mention","Iterative rounds of model building in the program O [47] were carried out by using Fo - Fc omit maps,coupled with Powell minimization and individual B-factor refinement, until Rfree converged","O"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C06-mention","Refinement was done with CNS [46].","CNS"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C06-mention","Refinement was done with CNS [46].","Crystallography & NMR system"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C01-mention","Superposition was carried out on 256 residues from domain 1 with the program LSQKAB [50].","LSQKAB"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C02-mention","The bromide sites were found with SOLVE [42] and molecular replacement was done with AmoRe [43]. Phase combination and extension were accomplished with SIGMAA [44] and DM [45], respectively.","SOLVE"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C03-mention","The bromide sites were found with SOLVE [42] and molecular replacement was done with AmoRe [43]. Phase combination and extension were accomplished with SIGMAA [44] and DM [45], respectively.","AmoRe"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C03-mention","The bromide sites were found with SOLVE [42] and molecular replacement was done with AmoRe [43]. Phase combination and extension were accomplished with SIGMAA [44] and DM [45], respectively.","Amore"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C04-mention","The bromide sites were found with SOLVE [42] and molecular replacement was done with AmoRe [43]. Phase combination and extension were accomplished with SIGMAA [44] and DM [45], respectively.","SIGMAA"
"bioj:a2005-46-NATURE","bioj:a2005-46-NATURE-C05-mention","The bromide sites were found with SOLVE [42] and molecular replacement was done with AmoRe [43]. Phase combination and extension were accomplished with SIGMAA [44] and DM [45], respectively.","DM"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C01-mention","All data sets were processed with HKL (Otwinowski & Minor, 1997) and the space group and data statistics were determined using XPREP (Bruker AXS, Madison, WI, USA).","HKL"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C02-mention","All data sets were processed with HKL (Otwinowski & Minor, 1997) and the space group and data statistics were determined using XPREP (Bruker AXS, Madison, WI, USA).","XPREP"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C06-mention","All structures were refined against F using TLS refinement in REFMAC (Murshudov et al., 1997), alternating with model building in real space using 2mFo - DFc and mFo - DFc maps in COOT (Emsley & Cowtan, 2004).","REFMAC"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C07-mention","All structures were refined against F using TLS refinement in REFMAC (Murshudov et al., 1997), alternating with model building in real space using 2mFo - DFc and mFo - DFc maps in COOT (Emsley & Cowtan, 2004).","COOT"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C09-mention","Figures were drawn with CHIMERA (Pettersen et al., 2004), MOLSCRIPT (Kraulis, 1991) and RASTER3D (Merritt & Bacon, 1997).","CHIMERA"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C10-mention","Figures were drawn with CHIMERA (Pettersen et al., 2004), MOLSCRIPT (Kraulis, 1991) and RASTER3D (Merritt & Bacon, 1997).","MOLSCRIPT"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C11-mention","Figures were drawn with CHIMERA (Pettersen et al., 2004), MOLSCRIPT (Kraulis, 1991) and RASTER3D (Merritt & Bacon, 1997).","RASTER3D"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C05-mention","Prime-and-switch phasing in RESOLVE (Terwilliger, 2004) was used to minimize model bias. The model was checked and rebuilt manually from the bias-minimized electron-density map from RESOLVE.","RESOLVE"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C03-mention","The Wind-His, Y53S and Y53F structures were solved by molecular replacement using EPMR (Kissinger et al., 1999) with search models taken from the His-Wind structure (PDB code 1ovn).","EPMR"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C04-mention","The Y55K mutant proved to be more problematic and so PHASER (McCoy et al., 2005) was employed.","PHASER"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C12-mention","The hydrophobic molecular-interac-tion fields at the surfaces of the different mutants were analysed using a DRY probe in the program package GRID (Goodford, 1985). The hydrophobic probe finds favourable locations that interact with other molecule(s) on the surface of a protein in an aqueous environment (Liljefors, 1998). All GRID calculations were performed for the whole volume of the protein using a grid spacing of 1.0 A˚.","GRID"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C15-mention","The net charge on each of the dimers as calculated using GRIN (Goodford, 1985) are -7.38, -9.05, -11.23 and -13.21 for Wind-His, Y53F, Y53S and Y55K, respectively:","GRIN"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C13-mention","The program ESCET (Schneider, 2002) was used to determine confor-mationally invariant regions between different pairs of mutants. The CSI (conformational similarity index) rela-tive to His-Wind, calculated using ESCET, is in the range of 90% for all the structures except for the Y55K mutant, which has a CSI of around 70%.","ESCET"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C08-mention","The structures were validated with PROCHECK (Laskowski et al., 1993).","PROCHECK"
"bioj:a2006-26-ACTA_CRYSTALLOGR_D","bioj:a2006-26-ACTA_CRYSTALLOGR_D-C14-mention","To analyse the hypothesis that the Wind–Pipe interaction is predominantly hydrophobic, involving aromatic interactions, the relative hydrophobic potentials on the surface shown in Fig. 6 were estimated using a DRY (hydrophobic) probe in the program GRID (Goodford, 1985).","GRID"
"bioj:a2007-14-NAT_GENET","bioj:a2007-14-NAT_GENET-C01-mention","Both Statview 5.0 and Prism GraphPad software were used for survival data and mortality curves analysis. We analyzed survival data by Kaplan-Meier analysis in Statview 5.0. The log-rank (Mantel-Cox) test results are presented. Censored data were recorded and analyzed with GraphPad software.","Statview"
"bioj:a2007-14-NAT_GENET","bioj:a2007-14-NAT_GENET-C02-mention","Both Statview 5.0 and Prism GraphPad software were used for survival data and mortality curves analysis. We analyzed survival data by Kaplan-Meier analysis in Statview 5.0. The log-rank (Mantel-Cox) test results are presented. Censored data were recorded and analyzed with GraphPad software.","GraphPad Prism"
"bioj:a2007-14-NAT_GENET","bioj:a2007-14-NAT_GENET-C03-mention","Similar increases in NF1 protein levels were generated by both the heat shock and GAL4-UAS systems, detected by western blot measured using Image J densitometry analysis, mean ± SD of 3 experiments (*:P < 0.05, t - test).","Image J"
"bioj:a2007-14-NAT_GENET","bioj:a2007-14-NAT_GENET-C04-mention","Similar levels of dephosphorylated FOXO were found for w1118, K33 and hsNF1/+;K33, verified by Image J densitometry analysis in 3 experiments, one example shown.","Image J"
"bioj:a2007-27-CLADISTICS","bioj:a2007-27-CLADISTICS-C02-mention","In order to evaluate our search strategy, we first analyzed the original SEA matrix using PAUP*4.0b10 (Swofford, 2002) to compare our trees with the SEA topologies. As both analyses resulted in identical trees, the following search strategy was chosen: stepwise addition of 100 random taxa sequences, followed by Tree Bisection-Reconnection (TBR) branch swapping (100 trees held at each step during the stepwise addition, MULTREES on, STEEPEST DESCENT on). Boot-strap analyses were conducted with the same software program, employing a full heuristic search with 500 replicates, a simple addition sequence, and TBR swap-ping (10 trees held at each step, MULTREES on, STEEPEST DESCENT on). The consensus of the bootstrap replicates was used to determine bootstrap values. The search strategy of the wood matrix was adjusted because of excessive computational time to run the analysis to completion. Therefore, MULTREES option was turned off, and a heuristic search using 1000 instead of 100 replicates was carried out. Furthermore, a topological constraint tree had to be postulated in which the ingroup was forced to be monophyletic.","PAUP*"
"bioj:a2007-27-CLADISTICS","bioj:a2007-27-CLADISTICS-C03-mention","The final cladogram figures were made using MacClade 4.04 (Maddison and Maddison, 2005) and edited with Adobe InDesign CS. As some of the branches in the bootstrap consensus tree are not highly supported, we chose to code uncertainties in character evolution as equivocal. In addition, the option ‘‘soft polytomies’’ was used.","MacClade"
"bioj:a2007-27-CLADISTICS","bioj:a2007-27-CLADISTICS-C03-mention","The final cladogram figures were made using MacClade 4.04 (Maddison and Maddison, 2005) and edited with Adobe InDesign CS. As some of the branches in the bootstrap consensus tree are not highly supported, we chose to code uncertainties in character evolution as equivocal. In addition, the option ‘‘soft polytomies’’ was used.","Macclade"
"bioj:a2007-27-CLADISTICS","bioj:a2007-27-CLADISTICS-C04-mention","The final cladogram figures were made using MacClade 4.04 (Maddison and Maddison, 2005) and edited with Adobe InDesign CS. As some of the branches in the bootstrap consensus tree are not highly supported, we chose to code uncertainties in character evolution as equivocal. In addition, the option ‘‘soft polytomies’’ was used.","Adobe INDesign CS"
"bioj:a2007-27-CLADISTICS","bioj:a2007-27-CLADISTICS-C01-mention","The statistical tests were performed using MorphoCode, an open-source software program that implements the gap weighting method (Schols et al., 2004).","MorphoCode"
"bioj:a2007-38-HUM_MOL_GENET","bioj:a2007-38-HUM_MOL_GENET-C02-mention","Haplotypes were recon-structed in PHASE version 2.1.1 (32,33).","PHASE"
"bioj:a2007-38-HUM_MOL_GENET","bioj:a2007-38-HUM_MOL_GENET-C01-mention","Logistic regression in STATA (http://www.stata.com) with software written by David Clayton for use within that package (http://www.gene.cimr.cam.ac.uk/clayton/software/stata) was used to test for association and calculate odds ratios (ORs) at all loci (10).","STATA"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C21-mention","An RNA integrity number (RIN) was generated for each sample using the Agilent 2100 Expert Software (Version B.02.03) based on the ratio of ribosomal bands and also the presence or absence of degradation products on the electrophoretic and gel-like images.","Agilent 2100 Expert Software"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C01-mention","Data analysis using descriptive statistics, geNorm, NormFinder and qBasePlus indicated significant difference in variances between candidate EC genes.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C02-mention","Data analysis using descriptive statistics, geNorm, NormFinder and qBasePlus indicated significant difference in variances between candidate EC genes.","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C03-mention","Data analysis using descriptive statistics, geNorm, NormFinder and qBasePlus indicated significant difference in variances between candidate EC genes.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C13-mention","Figure 2 Analysis of candidate EC genes using geNorm. (A): Average expression stability values of eligible EC genes. Expression stability of the control genes as calculated by geNorm. Stability","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C18-mention","For GeNorm, lower stability values (M) indicate greater stability. In the case of NormFinder, stability is calculated from inter- and intra-group variation. By grouping the tissues into tumour and normal the best combination of genes was identified. For geNorm stability was based on the estimation of pair-wise variation.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C19-mention","For GeNorm, lower stability values (M) indicate greater stability. In the case of NormFinder, stability is calculated from inter- and intra-group variation. By grouping the tissues into tumour and normal the best combination of genes was identified. For geNorm stability was based on the estimation of pair-wise variation.","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C08-mention","In the present study the stability of expression of candi- date EC genes was determined using a pair-wise com- parison model: geNorm [8] and an MS Excel ANOVA based model, NormFinder [35]. No effect of disease sta- tus EC gene expression was identified in colorectal tis- sue. Since both geNorm and NormFinder are based on the assumption that candidate genes are not differen- tially expressed between samples, this was an important first step prior to their continued use [9,10].","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C09-mention","In the present study the stability of expression of candi- date EC genes was determined using a pair-wise com- parison model: geNorm [8] and an MS Excel ANOVA based model, NormFinder [35]. No effect of disease sta- tus EC gene expression was identified in colorectal tis- sue. Since both geNorm and NormFinder are based on the assumption that candidate genes are not differen- tially expressed between samples, this was an important first step prior to their continued use [9,10].","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C10-mention","In this study GeNorm was used to identify the most stably expressed EC genes from our panel of candidates and also provided a measure of the optimal number of EC genes. B2M and PPIA were identified as the most stable pairing. In order to achieve a pair-wise variation value (V) below the cut-off of 0.15 additional genes should theoretically be used; however this cut-off point is not absolute [14] and may not always be achievable [42]. No significant difference in target gene expression was observed when the top three most stable EC genes identified by geNorm were used confirming that using of a pair of genes may be more practicable given cost, work load and sample availability considerations.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C25-mention","It is further validated with qBasePlus.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C11-mention","NormFinder was designed to identify EC genes with the lowest stability values; these values are calculated based on intra- and inter-group variation. In this study NormFinder was used to define the best combination of genes using tumour and normal as group identifiers in the calculations","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C12-mention","QBasePlus real-time PCR data manager programme was developed based on geNorm and qBase [36] algorithms. QBasePlus was used to confirm our selection of the B2M and PPIA pairing as the best combination of ECs in colorectal tissue.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C20-mention","QBasePlus through its components, geNorm and qBase, identified coefficient of variation (CV) and stability (M) values and thereby the best combination of genes for normalisation only when more than one gene is used.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C22-mention","QBasePlus was used for calculation of PDCD4 expression relative to each of the EC genes. It applies ∆∆Ct method was used where ∆∆Ct =(Ct target gene, test sample - Ct endogenous control, test sample) - (Ct target gene, calibrator sample - Ct endogenous control, calibrator sample). Relative quanti- ties were corrected for efficiency of amplification and fold change in gene expression between groups was cal- culated as E-∆∆Ct ± s.e.m. Where more than one endo- genous control are used, fold change estimates were calculated using the geometric mean of EC quantities relative to the calibrator sample which could be the minimum, maximum or a named sample or an average.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C26-mention","Sta- tistical analysis was carried out with Minitab® 15 (Mini- tab Ltd, Coventry, UK).","Minitab"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C23-mention","Stability of the EC genes expression was evaluated with two freely available statistical models, geNorm and NormFinder.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C24-mention","Stability of the EC genes expression was evaluated with two freely available statistical models, geNorm and NormFinder.","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C06-mention","Stability was further evaluated using qBasePlus [8,36], a commer- cially available RQ-PCR data mining package. These programmes were used to calculate amplification effi- ciency-corrected relative quantities from raw fluores- cence data. The ranking of candidate EC genes as determined by each of these programmes is illustrated in Table 3. In the case of GeNorm the variable V indi- cating the pairwise variation (Vn/Vn+1) between two sequential normalisation factors (NFn/NFn+1) indicated that three EC genes was the optimal number of genes for accurate normalisation (figure 2), however, target genes expression did not differ significantly if two rather than three EC genes were used (figure 3). Use of all three programmes confirmed that B2M and PPIA was the best combination of genes for normalising RQ-PCR data in CRC tissues (table 3).","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C07-mention","Stability was further evaluated using qBasePlus [8,36], a commer- cially available RQ-PCR data mining package. These programmes were used to calculate amplification effi- ciency-corrected relative quantities from raw fluores- cence data. The ranking of candidate EC genes as determined by each of these programmes is illustrated in Table 3. In the case of GeNorm the variable V indi- cating the pairwise variation (Vn/Vn+1) between two sequential normalisation factors (NFn/NFn+1) indicated that three EC genes was the optimal number of genes for accurate normalisation (figure 2), however, target genes expression did not differ significantly if two rather than three EC genes were used (figure 3). Use of all three programmes confirmed that B2M and PPIA was the best combination of genes for normalising RQ-PCR data in CRC tissues (table 3).","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C15-mention","Table 3 Ranking and best combination of EC genes as determined by geNorm, NormFinder and qBasePlus.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C16-mention","Table 3 Ranking and best combination of EC genes as determined by geNorm, NormFinder and qBasePlus.","NormFinder"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C17-mention","Table 3 Ranking and best combination of EC genes as determined by geNorm, NormFinder and qBasePlus.","qBasePlus"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C14-mention","The GeNorm programme calculates a normalisation factor (NF) which is used to determine the optimal number of EC genes required for accurate normalisation. This factor is calculated using the variable V as the pairwise variation (Vn/Vn + 1) between two sequential NFs (NFn and NFn + 1). To meet the recommended cut off V-value which is the point at which it is unnecessary to include additional genes in a normalisation strategy. The recommended limit for V value is 0.15 but it is not always achievable. In this instance, the GeNorm output file indicated that the optimal number of genes required for normalisation was three.","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C04-mention","The stability of candidate EC genes was analysed using geNorm [8] and NormFinder [35] programmes. Stability was further evaluated using qBasePlus [8,36], a commer- cially available RQ-PCR data mining package. These programmes were used to calculate amplification effi- ciency-corrected relative quantities from raw fluores- cence data. The ranking of candidate EC genes as determined by each of these programmes is illustrated in Table 3. In the case of GeNorm the variable V indi- cating the pairwise variation (Vn/Vn+1) between two sequential normalisation factors (NFn/NFn+1) indicated that three EC genes was the optimal number of genes for accurate normalisation (figure 2), however, target genes expression did not differ significantly if two rather than three EC genes were used (figure 3). Use of all three programmes confirmed that B2M and PPIA was the best combination of genes for normalising RQ-PCR data in CRC tissues (table 3).","geNorm"
"bioj:a2010-05-BMC_MOL_BIOL","bioj:a2010-05-BMC_MOL_BIOL-C05-mention","The stability of candidate EC genes was analysed using geNorm [8] and NormFinder [35] programmes. Stability was further evaluated using qBasePlus [8,36], a commer- cially available RQ-PCR data mining package. These programmes were used to calculate amplification effi- ciency-corrected relative quantities from raw fluores- cence data. The ranking of candidate EC genes as determined by each of these programmes is illustrated in Table 3. In the case of GeNorm the variable V indi- cating the pairwise variation (Vn/Vn+1) between two sequential normalisation factors (NFn/NFn+1) indicated that three EC genes was the optimal number of genes for accurate normalisation (figure 2), however, target genes expression did not differ significantly if two rather than three EC genes were used (figure 3). Use of all three programmes confirmed that B2M and PPIA was the best combination of genes for normalising RQ-PCR data in CRC tissues (table 3).","NormFinder"
